date,location,total_cases,new_cases,total_deaths,new_deaths,median_age,total_vaccinations,people_fully_vaccinated,new_vaccinations,total_boosters,population,population_density,stringency_index
2021-08-12,India,3.2117826e7,40120.0,430254.0,585.0,28.2,,,,,1.393409033e9,450.419,74.54
2021-08-13,India,3.2156493e7,38667.0,430732.0,478.0,28.2,5.36189903e8,1.19343788e8,,,1.393409033e9,450.419,74.54
2021-08-14,India,3.2192576e7,36083.0,431225.0,493.0,28.2,5.4384629e8,1.21270889e8,7.656387e6,,1.393409033e9,450.419,74.54
2021-08-15,India,3.2225513e7,32937.0,431642.0,417.0,28.2,,,,,1.393409033e9,450.419,74.54
2021-08-16,India,3.2250679e7,25166.0,432079.0,437.0,28.2,5.50520038e8,1.21838266e8,,,1.393409033e9,450.419,70.83
2021-08-17,India,3.2285857e7,35178.0,432519.0,440.0,28.2,5.56520316e8,1.23065342e8,6.000278e6,,1.393409033e9,450.419,70.83
2021-08-18,India,3.2322258e7,36401.0,433049.0,530.0,28.2,5.62151515e8,1.24452924e8,5.631199e6,,1.393409033e9,450.419,70.83
2021-08-19,India,3.2358829e7,36571.0,433589.0,540.0,28.2,5.66595708e8,1.25479664e8,4.444193e6,,1.393409033e9,450.419,70.83
2021-08-20,India,3.2393286e7,34457.0,433964.0,375.0,28.2,5.73205464e8,1.27103265e8,6.609756e6,,1.393409033e9,450.419,70.83
2021-08-21,India,3.2424234e7,30948.0,434367.0,403.0,28.2,5.7636582e8,1.28072936e8,3.160356e6,,1.393409033e9,450.419,70.83
2021-08-22,India,3.2449306e7,25072.0,434756.0,389.0,28.2,5.80771824e8,1.29584967e8,4.406004e6,,1.393409033e9,450.419,70.83
2021-08-23,India,3.2474773e7,25467.0,435110.0,354.0,28.2,5.8223923e8,1.30031652e8,1.467406e6,,1.393409033e9,450.419,70.83
2021-08-24,India,3.2512366e7,37593.0,435758.0,648.0,28.2,5.88731504e8,1.31850881e8,6.492274e6,,1.393409033e9,450.419,70.83
2021-08-25,India,3.255853e7,46164.0,436365.0,607.0,28.2,5.97923238e8,1.34581894e8,9.191734e6,,1.393409033e9,450.419,70.83
2021-08-26,India,3.2603188e7,44658.0,436861.0,496.0,28.2,6.04391211e8,1.36260584e8,6.467973e6,,1.393409033e9,450.419,70.83
2021-08-27,India,3.2649947e7,46759.0,437370.0,509.0,28.2,6.15540527e8,1.39481456e8,1.1149316e7,,1.393409033e9,450.419,70.83
2021-08-28,India,3.269503e7,45083.0,437830.0,460.0,28.2,6.25864766e8,1.42352109e8,1.0324239e7,,1.393409033e9,450.419,70.83
2021-08-29,India,3.2737939e7,42909.0,438210.0,380.0,28.2,6.32587851e8,1.44434244e8,6.723085e6,,1.393409033e9,450.419,70.83
2021-08-30,India,3.276888e7,30941.0,438560.0,350.0,28.2,6.39305611e8,1.46228416e8,6.71776e6,,1.393409033e9,450.419,70.83
2021-08-31,India,3.2810845e7,41965.0,439020.0,460.0,28.2,6.44799225e8,1.47797142e8,5.493614e6,,1.393409033e9,450.419,70.83
2021-09-01,India,3.2857937e7,47092.0,439529.0,509.0,28.2,6.61576916e8,1.51908785e8,1.6777691e7,,1.393409033e9,450.419,70.83
2021-09-02,India,3.2903289e7,45352.0,439895.0,366.0,28.2,6.69775627e8,1.54147659e8,8.198711e6,,1.393409033e9,450.419,70.83
2021-09-03,India,3.2945907e7,42618.0,440225.0,330.0,28.2,6.75654935e8,1.55987081e8,5.879308e6,,1.393409033e9,450.419,70.83
2021-09-04,India,3.2988673e7,42766.0,440533.0,308.0,28.2,6.77744969e8,1.567291e8,2.090034e6,,1.393409033e9,450.419,70.83
2021-09-05,India,3.3027621e7,38948.0,440752.0,219.0,28.2,6.84515513e8,1.59196152e8,6.770544e6,,1.393409033e9,450.419,70.83
2021-09-06,India,3.3058843e7,31222.0,441042.0,290.0,28.2,6.88453563e8,1.6059127e8,3.93805e6,,1.393409033e9,450.419,70.83
2021-09-07,India,3.3096718e7,37875.0,441411.0,369.0,28.2,6.99668404e8,1.63664402e8,1.1214841e7,,1.393409033e9,450.419,70.83
2021-09-08,India,3.3139981e7,43263.0,441749.0,338.0,28.2,7.1055081e8,1.67088377e8,1.0882406e7,,1.393409033e9,450.419,65.28
2021-09-09,India,3.3174954e7,34973.0,442009.0,260.0,28.2,7.20910239e8,1.70215578e8,1.0359429e7,,1.393409033e9,450.419,65.28
2021-09-10,India,3.320833e7,33376.0,442317.0,308.0,28.2,7.24114731e8,1.71150008e8,3.204492e6,,1.393409033e9,450.419,65.28
2021-09-11,India,3.3236921e7,28591.0,442655.0,338.0,28.2,7.33428972e8,1.74444404e8,9.314241e6,,1.393409033e9,450.419,65.28
2021-09-12,India,3.3264175e7,27254.0,442874.0,219.0,28.2,7.40278136e8,1.76940864e8,6.849164e6,,1.393409033e9,450.419,65.28
2021-09-13,India,3.3289579e7,25404.0,443213.0,339.0,28.2,7.50284569e8,1.80237914e8,1.0006433e7,,1.393409033e9,450.419,65.28
2021-09-14,India,3.3316755e7,27176.0,443497.0,284.0,28.2,7.52714069e8,1.81051759e8,2.4295e6,,1.393409033e9,450.419,65.28
2021-09-15,India,3.3347325e7,30570.0,443928.0,431.0,28.2,7.61350715e8,1.84494452e8,8.636646e6,,1.393409033e9,450.419,65.28
2021-09-16,India,3.3381728e7,34403.0,444248.0,320.0,28.2,7.71341641e8,1.88499533e8,9.990926e6,,1.393409033e9,450.419,65.28
2021-09-17,India,3.341739e7,35662.0,444529.0,281.0,28.2,7.7738785e8,1.91282617e8,6.046209e6,,1.393409033e9,450.419,65.28
2021-09-18,India,3.3448163e7,30773.0,444838.0,309.0,28.2,7.96015119e8,1.98809823e8,1.8627269e7,,1.393409033e9,450.419,65.28
2021-09-19,India,3.3478419e7,30256.0,445133.0,295.0,28.2,8.04778696e8,2.02571907e8,8.763577e6,,1.393409033e9,450.419,65.28
2021-09-20,India,3.3504534e7,26115.0,445385.0,252.0,28.2,8.12232516e8,2.05669279e8,7.45382e6,,1.393409033e9,450.419,65.28
2021-09-21,India,3.3531498e7,26964.0,445768.0,383.0,28.2,8.21836262e8,2.09475729e8,9.603746e6,,1.393409033e9,450.419,65.28
2021-09-22,India,3.3563421e7,31923.0,446050.0,282.0,28.2,8.27297973e8,2.11638045e8,5.461711e6,,1.393409033e9,450.419,65.28
2021-09-23,India,3.3594803e7,31382.0,446368.0,318.0,28.2,8.37239837e8,2.16030785e8,9.941864e6,,1.393409033e9,450.419,65.28
2021-09-24,India,3.3624419e7,29616.0,446658.0,290.0,28.2,8.47653817e8,2.20331219e8,1.041398e7,,1.393409033e9,450.419,65.28
2021-09-25,India,3.3652745e7,28326.0,446918.0,260.0,28.2,8.52156699e8,2.22582168e8,4.502882e6,,1.393409033e9,450.419,65.28
2021-09-26,India,3.3678786e7,26041.0,447194.0,276.0,28.2,8.55791746e8,2.2419009e8,3.635047e6,,1.393409033e9,450.419,65.28
2021-09-27,India,3.3697581e7,18795.0,447373.0,179.0,28.2,8.68774116e8,2.2947095e8,1.298237e7,,1.393409033e9,450.419,65.28
2021-09-28,India,3.3716451e7,18870.0,447751.0,378.0,28.2,8.73244661e8,2.3139873e8,4.470545e6,,1.393409033e9,450.419,65.28
2021-09-29,India,3.373998e7,23529.0,448062.0,311.0,28.2,8.79692465e8,2.34399152e8,6.447804e6,,1.393409033e9,450.419,65.28
2021-09-30,India,3.3766707e7,26727.0,448339.0,277.0,28.2,8.86425292e8,2.37476249e8,6.732827e6,,1.393409033e9,450.419,65.28
2021-10-01,India,3.3791061e7,24354.0,448573.0,234.0,28.2,8.93203984e8,2.40459787e8,6.778692e6,,1.393409033e9,450.419,65.28
2021-10-02,India,3.3813903e7,22842.0,448817.0,244.0,28.2,9.0100427e8,2.44047971e8,7.800286e6,,1.393409033e9,450.419,65.28
2021-10-03,India,3.3834702e7,20799.0,448997.0,180.0,28.2,9.06155473e8,2.46411092e8,5.151203e6,,1.393409033e9,450.419,65.28
2021-10-04,India,3.3853048e7,18346.0,449260.0,263.0,28.2,9.11080329e8,2.48813662e8,4.924856e6,,1.393409033e9,450.419,65.28
2021-10-05,India,3.3871881e7,18833.0,449538.0,278.0,28.2,9.1812925e8,2.52051019e8,7.048921e6,,1.393409033e9,450.419,65.28
2021-10-06,India,3.3894312e7,22431.0,449856.0,318.0,28.2,9.23526951e8,2.54551022e8,5.397701e6,,1.393409033e9,450.419,56.94
2021-10-07,India,3.3915569e7,21257.0,450127.0,271.0,28.2,9.27173859e8,2.56309333e8,3.646908e6,,1.393409033e9,450.419,56.94
2021-10-08,India,3.3935309e7,19740.0,450375.0,248.0,28.2,9.35219767e8,2.60058462e8,8.045908e6,,1.393409033e9,450.419,56.94
2021-10-09,India,3.3953475e7,18166.0,450589.0,214.0,28.2,9.43033918e8,2.63788737e8,7.814151e6,,1.393409033e9,450.419,56.94
2021-10-10,India,3.3971607e7,18132.0,450782.0,193.0,28.2,9.51139832e8,2.67641477e8,8.105914e6,,1.393409033e9,450.419,56.94
2021-10-11,India,3.398592e7,14313.0,450963.0,181.0,28.2,9.54908095e8,2.69570606e8,3.768263e6,,1.393409033e9,450.419,56.94
2021-10-12,India,3.4001743e7,15823.0,451189.0,226.0,28.2,9.61339629e8,2.72652701e8,6.431534e6,,1.393409033e9,450.419,54.17
2021-10-13,India,3.402073e7,18987.0,451435.0,246.0,28.2,9.65904347e8,2.74936033e8,4.564718e6,,1.393409033e9,450.419,54.17
2021-10-14,India,3.4037592e7,16862.0,451814.0,379.0,28.2,9.68362051e8,2.76227246e8,2.457704e6,,1.393409033e9,450.419,54.17
2021-10-15,India,3.4053573e7,15981.0,451980.0,166.0,28.2,9.71163447e8,2.7774731e8,2.801396e6,,1.393409033e9,450.419,54.17
2021-10-16,India,3.4067719e7,14146.0,452124.0,144.0,28.2,9.72686142e8,2.7869403e8,1.522695e6,,1.393409033e9,450.419,54.17
2021-10-17,India,3.4081315e7,13596.0,452290.0,166.0,28.2,9.76344696e8,2.80808336e8,3.658554e6,,1.393409033e9,450.419,54.17
2021-10-18,India,3.4094373e7,13058.0,452454.0,164.0,28.2,9.78954738e8,2.82315818e8,2.610042e6,,1.393409033e9,450.419,50.46
2021-10-19,India,3.4108996e7,14623.0,452651.0,197.0,28.2,9.87113051e8,2.86972753e8,8.158313e6,,1.393409033e9,450.419,50.46
2021-10-20,India,3.412745e7,18454.0,452811.0,160.0,28.2,9.97399032e8,2.91552797e8,1.0285981e7,,1.393409033e9,450.419,50.46
2021-10-21,India,3.4143236e7,15786.0,453042.0,231.0,28.2,1.003204289e9,2.93652256e8,5.805257e6,,1.393409033e9,450.419,50.46
2021-10-22,India,3.4159562e7,16326.0,453708.0,666.0,28.2,1.009945663e9,2.97541073e8,6.741374e6,,1.393409033e9,450.419,50.46
2021-10-23,India,3.4175468e7,15906.0,454269.0,561.0,28.2,1.013637431e9,2.99553298e8,3.691768e6,,1.393409033e9,450.419,50.46
2021-10-24,India,3.4189774e7,14306.0,454712.0,443.0,28.2,1.02226785e9,3.0459154e8,8.630419e6,,1.393409033e9,450.419,50.46
2021-10-25,India,3.4202202e7,12428.0,455068.0,356.0,28.2,1.024149949e9,3.05705808e8,1.882099e6,,1.393409033e9,450.419,44.91
2021-10-26,India,3.4215653e7,13451.0,455653.0,585.0,28.2,1.030850079e9,3.09700995e8,6.70013e6,,1.393409033e9,450.419,44.91
2021-10-27,India,3.4231809e7,16156.0,456386.0,733.0,28.2,1.03656841e9,3.13143546e8,5.718331e6,,1.393409033e9,450.419,44.91
2021-10-28,India,3.4246157e7,14348.0,457191.0,805.0,28.2,1.042458533e9,3.16825128e8,5.890123e6,,1.393409033e9,450.419,44.91
2021-10-29,India,3.426047e7,14313.0,457740.0,549.0,28.2,1.051708635e9,3.22508748e8,9.250102e6,,1.393409033e9,450.419,44.91
2021-10-30,India,3.42733e7,12830.0,458186.0,446.0,28.2,1.058489433e9,3.26677437e8,6.780798e6,,1.393409033e9,450.419,44.91
2021-10-31,India,3.4285814e7,12514.0,458437.0,251.0,28.2,1.062631351e9,3.29088622e8,4.141918e6,,1.393409033e9,450.419,44.91
2021-11-01,India,3.4296237e7,10423.0,458880.0,443.0,28.2,1.067654329e9,3.32073961e8,5.022978e6,,1.393409033e9,450.419,44.91
2021-11-02,India,3.430814e7,11903.0,459191.0,311.0,28.2,1.069718646e9,3.33272071e8,2.064317e6,,1.393409033e9,450.419,44.91
2021-11-03,India,3.4321025e7,12885.0,459652.0,461.0,28.2,1.075059421e9,3.36557471e8,5.340775e6,,1.393409033e9,450.419,44.91
2021-11-04,India,3.4333754e7,12729.0,459873.0,221.0,28.2,1.077107323e9,3.37749522e8,2.047902e6,,1.393409033e9,450.419,44.91
2021-11-05,India,3.4344683e7,10929.0,460265.0,392.0,28.2,1.077793623e9,3.38199584e8,686300.0,,1.393409033e9,450.419,44.91
2021-11-06,India,3.4355509e7,10826.0,460791.0,526.0,28.2,1.080177477e9,3.39809082e8,2.383854e6,,1.393409033e9,450.419,44.91
2021-11-07,India,3.4366987e7,11478.0,461057.0,266.0,28.2,1.083142285e9,3.4193163e8,2.964808e6,,1.393409033e9,450.419,44.91
2021-11-08,India,3.4377113e7,10126.0,461389.0,332.0,28.2,1.088236037e9,3.45485882e8,5.093752e6,,1.393409033e9,450.419,44.91
2021-11-09,India,3.4388579e7,11466.0,461849.0,460.0,28.2,1.092148139e9,3.48163758e8,3.912102e6,,1.393409033e9,450.419,39.35
2021-11-10,India,3.440167e7,13091.0,462189.0,340.0,28.2,1.097806371e9,3.52209127e8,5.658232e6,,1.393409033e9,450.419,39.35
2021-11-11,India,3.4414186e7,12516.0,462690.0,501.0,28.2,1.102775592e9,3.55903367e8,4.969221e6,,1.393409033e9,450.419,39.35
2021-11-12,India,3.4426036e7,11850.0,463245.0,555.0,28.2,1.111423316e9,3.62243853e8,8.647724e6,,1.393409033e9,450.419,39.35
2021-11-13,India,3.4437307e7,11271.0,463530.0,285.0,28.2,1.119180353e9,3.67698745e8,7.757037e6,,1.393409033e9,450.419,39.35
2021-11-14,India,3.4447536e7,10229.0,463655.0,125.0,28.2,1.122889436e9,3.70227215e8,3.709083e6,,1.393409033e9,450.419,39.35
2021-11-15,India,3.4456401e7,8865.0,463852.0,197.0,28.2,1.12698149e9,3.73048684e8,4.092054e6,,1.393409033e9,450.419,39.35
2021-11-16,India,3.4466598e7,10197.0,464153.0,301.0,28.2,1.133688213e9,3.77635526e8,6.706723e6,,1.393409033e9,450.419,37.5
2021-11-17,India,3.4478517e7,11919.0,464623.0,470.0,28.2,1.141006707e9,3.82755102e8,7.318494e6,,1.393409033e9,450.419,37.5
2021-11-18,India,3.4489623e7,11106.0,465082.0,459.0,28.2,1.148786886e9,3.88254602e8,7.780179e6,,1.393409033e9,450.419,37.5
2021-11-19,India,3.4499925e7,10302.0,465349.0,267.0,28.2,1.153595556e9,3.91426273e8,4.80867e6,,1.393409033e9,450.419,37.5
2021-11-20,India,3.4510413e7,10488.0,465662.0,313.0,28.2,1.163685005e9,3.9832016e8,1.0089449e7,,1.393409033e9,450.419,37.5
2021-11-21,India,3.4518901e7,8488.0,465911.0,249.0,28.2,1.168057227e9,4.01069205e8,4.372222e6,,1.393409033e9,450.419,37.5
2021-11-22,India,3.452648e7,7579.0,466147.0,236.0,28.2,1.175843376e9,4.06246823e8,7.786149e6,,1.393409033e9,450.419,45.83
2021-11-23,India,3.4535763e7,9283.0,466584.0,437.0,28.2,1.18394721e9,4.117315e8,8.103834e6,,1.393409033e9,450.419,45.83
2021-11-24,India,3.4544882e7,9119.0,466980.0,396.0,28.2,1.193769229e9,4.18692797e8,9.822019e6,,1.393409033e9,450.419,45.83
2021-11-25,India,3.4555431e7,10549.0,467468.0,488.0,28.2,1.198528642e9,4.22012731e8,4.759413e6,,1.393409033e9,450.419,45.83
2021-11-26,India,3.4563749e7,8318.0,467933.0,465.0,28.2,1.210758081e9,4.30207076e8,1.2229439e7,,1.393409033e9,450.419,45.83
2021-11-27,India,3.4572523e7,8774.0,468554.0,621.0,28.2,1.212493046e9,4.31417303e8,1.734965e6,,1.393409033e9,450.419,45.83
2021-11-28,India,3.4580832e7,8309.0,468790.0,236.0,28.2,1.223194701e9,4.38546779e8,1.0701655e7,,1.393409033e9,450.419,45.83
2021-11-29,India,3.4587822e7,6990.0,468980.0,190.0,28.2,1.228492006e9,4.42136609e8,5.297305e6,,1.393409033e9,450.419,45.83
2021-11-30,India,3.4596776e7,8954.0,469247.0,267.0,28.2,1.237055142e9,4.48000946e8,8.563136e6,,1.393409033e9,450.419,45.83
2021-12-01,India,3.4606541e7,9765.0,469724.0,477.0,28.2,1.245517176e9,4.53890633e8,8.462034e6,,1.393409033e9,450.419,51.39
2021-12-02,India,3.4615757e7,9216.0,470115.0,391.0,28.2,1.255866411e9,4.61338098e8,1.0349235e7,,1.393409033e9,450.419,51.39
2021-12-03,India,3.462436e7,8603.0,470530.0,415.0,28.2,1.261728028e9,4.65444205e8,5.861617e6,,1.393409033e9,450.419,51.39
2021-12-04,India,3.462436e7,0.0,470530.0,0.0,28.2,1.273806245e9,4.74060721e8,1.2078217e7,,1.393409033e9,450.419,51.39
2021-12-05,India,3.4641561e7,17201.0,473537.0,3007.0,28.2,1.278763558e9,4.77346183e8,4.957313e6,,1.393409033e9,450.419,51.39
2021-12-06,India,3.4648383e7,6822.0,473757.0,220.0,28.2,1.283718063e9,4.80824004e8,4.954505e6,,1.393409033e9,450.419,51.39
2021-12-07,India,3.4656822e7,8439.0,473952.0,195.0,28.2,1.291962219e9,4.86557623e8,8.244156e6,,1.393409033e9,450.419,51.39
2021-12-08,India,3.4666241e7,9419.0,474111.0,159.0,28.2,1.299875078e9,4.92119528e8,7.912859e6,,1.393409033e9,450.419,51.39
2021-12-09,India,3.4674643e7,8402.0,474479.0,368.0,28.2,1.308244539e9,4.98102033e8,8.369461e6,,1.393409033e9,450.419,51.39
2021-12-10,India,3.4682633e7,7990.0,474872.0,393.0,28.2,1.312375088e9,5.00931096e8,4.130549e6,,1.393409033e9,450.419,51.39
2021-12-11,India,3.469051e7,7877.0,475434.0,562.0,28.2,1.327494248e9,5.1210625e8,1.511916e7,,1.393409033e9,450.419,51.39
2021-12-12,India,3.469786e7,7350.0,475636.0,202.0,28.2,1.331399226e9,5.14690976e8,3.904978e6,,1.393409033e9,450.419,51.39
2021-12-13,India,3.4703644e7,5784.0,475888.0,252.0,28.2,1.335465563e9,5.17558003e8,4.066337e6,,1.393409033e9,450.419,51.39
2021-12-14,India,3.4710628e7,6984.0,476135.0,247.0,28.2,1.346291425e9,5.25327515e8,1.0825862e7,,1.393409033e9,450.419,50.0
2021-12-15,India,3.4718602e7,7974.0,476478.0,343.0,28.2,1.352485358e9,5.29939705e8,6.193933e6,,1.393409033e9,450.419,50.0
2021-12-16,India,3.4726049e7,7447.0,476869.0,391.0,28.2,1.356491248e9,5.3304021e8,4.00589e6,,1.393409033e9,450.419,50.0
2021-12-17,India,3.4726049e7,0.0,476869.0,0.0,28.2,1.365366923e9,5.39835733e8,8.875675e6,,1.393409033e9,450.419,50.0
2021-12-18,India,3.4733194e7,7145.0,477158.0,289.0,28.2,1.373057489e9,5.45689017e8,7.690566e6,,1.393409033e9,450.419,50.0
2021-12-19,India,3.4746838e7,13644.0,477554.0,396.0,28.2,1.376428862e9,5.48109267e8,3.371373e6,,1.393409033e9,450.419,50.0
2021-12-20,India,3.4752164e7,5326.0,478007.0,453.0,28.2,1.380223188e9,5.51003319e8,3.794326e6,,1.393409033e9,450.419,50.0
2021-12-21,India,3.4758481e7,6317.0,478325.0,318.0,28.2,1.388521671e9,5.57379148e8,8.298483e6,,1.393409033e9,450.419,
2021-12-22,India,3.4765976e7,7495.0,478759.0,434.0,28.2,1.391050278e9,5.59286403e8,2.528607e6,,1.393409033e9,450.419,
2021-12-23,India,3.4772626e7,6650.0,479133.0,374.0,28.2,1.398221289e9,5.64955588e8,7.171011e6,,1.393409033e9,450.419,
2021-12-24,India,3.4779815e7,7189.0,479520.0,387.0,28.2,1.40455657e9,5.69818786e8,6.335281e6,,1.393409033e9,450.419,
2021-12-25,India,3.4786802e7,6987.0,479682.0,162.0,28.2,1.413981791e9,5.76903056e8,9.425221e6,,1.393409033e9,450.419,
2021-12-26,India,3.4793333e7,6531.0,479997.0,315.0,28.2,1.414731603e9,5.77437315e8,749812.0,,1.393409033e9,450.419,
2021-12-27,India,3.4799691e7,6358.0,480290.0,293.0,28.2,1.418447119e9,5.80128955e8,3.715516e6,,1.393409033e9,450.419,
2021-12-28,India,3.4808886e7,9195.0,480592.0,302.0,28.2,1.426069774e9,5.85974301e8,7.622655e6,,1.393409033e9,450.419,
2021-12-29,India,3.482204e7,13154.0,480860.0,268.0,28.2,1.435195841e9,5.92880391e8,9.126067e6,,1.393409033e9,450.419,
2021-12-30,India,3.4838804e7,16764.0,481080.0,220.0,28.2,1.438717497e9,5.95496704e8,3.521656e6,,1.393409033e9,450.419,
2021-12-31,India,3.4861579e7,22775.0,481486.0,406.0,28.2,1.448865422e9,6.03224821e8,1.0147925e7,,1.393409033e9,450.419,
2022-01-01,India,3.4889132e7,27553.0,481770.0,284.0,28.2,1.454069802e9,6.07094031e8,5.20438e6,,1.393409033e9,450.419,
2020-02-27,Netherlands,1.0,1.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-02-28,Netherlands,1.0,0.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-02-29,Netherlands,6.0,5.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-01,Netherlands,10.0,4.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-02,Netherlands,18.0,8.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-03,Netherlands,24.0,6.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-04,Netherlands,38.0,14.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-05,Netherlands,82.0,44.0,,,43.2,,,,,1.7173094e7,508.544,5.56
2020-03-06,Netherlands,128.0,46.0,1.0,1.0,43.2,,,,,1.7173094e7,508.544,11.11
2020-03-07,Netherlands,188.0,60.0,1.0,0.0,43.2,,,,,1.7173094e7,508.544,11.11
2020-03-08,Netherlands,265.0,77.0,3.0,2.0,43.2,,,,,1.7173094e7,508.544,11.11
2020-03-09,Netherlands,321.0,56.0,3.0,0.0,43.2,,,,,1.7173094e7,508.544,11.11
2020-03-10,Netherlands,382.0,61.0,4.0,1.0,43.2,,,,,1.7173094e7,508.544,20.83
2020-03-11,Netherlands,503.0,121.0,5.0,1.0,43.2,,,,,1.7173094e7,508.544,20.83
2020-03-12,Netherlands,503.0,0.0,5.0,0.0,43.2,,,,,1.7173094e7,508.544,45.37
2020-03-13,Netherlands,804.0,301.0,10.0,5.0,43.2,,,,,1.7173094e7,508.544,53.7
2020-03-14,Netherlands,959.0,155.0,12.0,2.0,43.2,,,,,1.7173094e7,508.544,53.7
2020-03-15,Netherlands,1135.0,176.0,20.0,8.0,43.2,,,,,1.7173094e7,508.544,53.7
2020-03-16,Netherlands,1413.0,278.0,24.0,4.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-17,Netherlands,1705.0,292.0,43.0,19.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-18,Netherlands,2051.0,346.0,58.0,15.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-19,Netherlands,2460.0,409.0,76.0,18.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-20,Netherlands,2995.0,535.0,106.0,30.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-21,Netherlands,3632.0,637.0,136.0,30.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-22,Netherlands,4205.0,573.0,179.0,43.0,43.2,,,,,1.7173094e7,508.544,61.11
2020-03-23,Netherlands,4751.0,546.0,213.0,34.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-24,Netherlands,5562.0,811.0,276.0,63.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-25,Netherlands,6415.0,853.0,356.0,80.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-26,Netherlands,7434.0,1019.0,434.0,78.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-27,Netherlands,8606.0,1172.0,546.0,112.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-28,Netherlands,9765.0,1159.0,639.0,93.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-29,Netherlands,10872.0,1107.0,771.0,132.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-30,Netherlands,11756.0,884.0,864.0,93.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-03-31,Netherlands,12601.0,845.0,1039.0,175.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-01,Netherlands,13630.0,1029.0,1174.0,135.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-02,Netherlands,14715.0,1085.0,1340.0,166.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-03,Netherlands,15746.0,1031.0,1489.0,149.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-04,Netherlands,16650.0,904.0,1655.0,166.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-05,Netherlands,17876.0,1226.0,1770.0,115.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-06,Netherlands,18840.0,964.0,1873.0,103.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-07,Netherlands,19620.0,780.0,2107.0,234.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-08,Netherlands,20589.0,969.0,2254.0,147.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-09,Netherlands,21805.0,1216.0,2402.0,148.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-10,Netherlands,23147.0,1342.0,2519.0,117.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-11,Netherlands,24463.0,1316.0,2652.0,133.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-12,Netherlands,25637.0,1174.0,2746.0,94.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-13,Netherlands,26601.0,964.0,2832.0,86.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-14,Netherlands,27471.0,870.0,2954.0,122.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-15,Netherlands,28206.0,735.0,3143.0,189.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-16,Netherlands,29271.0,1065.0,3324.0,181.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-17,Netherlands,30506.0,1235.0,3468.0,144.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-18,Netherlands,31653.0,1147.0,3610.0,142.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-19,Netherlands,32722.0,1069.0,3694.0,84.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-20,Netherlands,33472.0,750.0,3761.0,67.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-21,Netherlands,34201.0,729.0,3926.0,165.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-22,Netherlands,34913.0,712.0,4065.0,139.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-23,Netherlands,35802.0,889.0,4189.0,124.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-24,Netherlands,36608.0,806.0,4301.0,112.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-25,Netherlands,37263.0,655.0,4421.0,120.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-26,Netherlands,37919.0,656.0,4488.0,67.0,43.2,,,,,1.7173094e7,508.544,78.7
2020-04-27,Netherlands,38319.0,400.0,4531.0,43.0,43.2,,,,,1.7173094e7,508.544,78.7
