date,location,total_cases,new_cases,total_deaths,new_deaths,median_age,total_vaccinations,people_fully_vaccinated,new_vaccinations,total_boosters,population,population_density,stringency_index
2020-11-20,South Africa,762763.0,3105.0,20759.0,88.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-21,South Africa,765409.0,2646.0,20845.0,86.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-22,South Africa,767679.0,2270.0,20903.0,58.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-23,South Africa,769759.0,2080.0,20968.0,65.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-24,South Africa,772252.0,2493.0,21083.0,115.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-25,South Africa,775502.0,3250.0,21201.0,118.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-26,South Africa,778571.0,3069.0,21289.0,88.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-27,South Africa,781941.0,3370.0,21378.0,89.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-28,South Africa,785139.0,3198.0,21439.0,61.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-29,South Africa,787702.0,2563.0,21477.0,38.0,27.3,,,,,6.0041996e7,46.754,41.67
2020-11-30,South Africa,790004.0,2302.0,21535.0,58.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-01,South Africa,792299.0,2295.0,21644.0,109.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-02,South Africa,796472.0,4173.0,21709.0,65.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-03,South Africa,800872.0,4400.0,21803.0,94.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-04,South Africa,805804.0,4932.0,21963.0,160.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-05,South Africa,810449.0,4645.0,22067.0,104.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-06,South Africa,814565.0,4116.0,22206.0,139.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-07,South Africa,817878.0,3313.0,22249.0,43.0,27.3,,,,,6.0041996e7,46.754,44.44
2020-12-08,South Africa,821889.0,4011.0,22432.0,183.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-09,South Africa,828598.0,6709.0,22574.0,142.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-10,South Africa,836764.0,8166.0,22747.0,173.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-11,South Africa,845083.0,8319.0,22952.0,205.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-12,South Africa,852965.0,7882.0,23106.0,154.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-13,South Africa,860964.0,7999.0,23276.0,170.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-14,South Africa,866127.0,5163.0,23451.0,175.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-15,South Africa,873679.0,7552.0,23661.0,210.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-16,South Africa,883687.0,10008.0,23827.0,166.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-17,South Africa,892813.0,9126.0,24011.0,184.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-18,South Africa,901538.0,8725.0,24285.0,274.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-19,South Africa,912477.0,10939.0,24539.0,254.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-20,South Africa,921922.0,9445.0,24691.0,152.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-21,South Africa,930711.0,8789.0,24907.0,216.0,27.3,,,,,6.0041996e7,46.754,45.37
2020-12-22,South Africa,940212.0,9501.0,25246.0,339.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-23,South Africa,954258.0,14046.0,25657.0,411.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-24,South Africa,968563.0,14305.0,25983.0,326.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-25,South Africa,983359.0,14796.0,26276.0,293.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-26,South Africa,994911.0,11552.0,26521.0,245.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-27,South Africa,1.004413e6,9502.0,26735.0,214.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-28,South Africa,1.011871e6,7458.0,27071.0,336.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-29,South Africa,1.021451e6,9580.0,27568.0,497.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-30,South Africa,1.039161e6,17710.0,28033.0,465.0,27.3,,,,,6.0041996e7,46.754,50.93
2020-12-31,South Africa,1.057161e6,18000.0,28469.0,436.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-01-01,South Africa,1.073887e6,16726.0,28887.0,418.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-01-02,South Africa,1.088889e6,15002.0,29175.0,288.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-01-03,South Africa,1.100748e6,11859.0,29577.0,402.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-01-04,South Africa,1.113349e6,12601.0,30011.0,434.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-05,South Africa,1.127759e6,14410.0,30524.0,513.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-06,South Africa,1.149591e6,21832.0,31368.0,844.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-07,South Africa,1.17059e6,20999.0,31809.0,441.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-08,South Africa,1.19257e6,21980.0,32425.0,616.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-09,South Africa,1.214176e6,21606.0,32824.0,399.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-10,South Africa,1.231597e6,17421.0,33163.0,339.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-11,South Africa,1.246643e6,15046.0,33579.0,416.0,27.3,,,,,6.0041996e7,46.754,67.59
2021-01-12,South Africa,1.259748e6,13105.0,34334.0,755.0,27.3,,,,,6.0041996e7,46.754,56.48
2021-01-13,South Africa,1.278303e6,18555.0,35140.0,806.0,27.3,,,,,6.0041996e7,46.754,56.48
2021-01-14,South Africa,1.296806e6,18503.0,35852.0,712.0,27.3,,,,,6.0041996e7,46.754,56.48
2021-01-15,South Africa,1.311686e6,14880.0,36467.0,615.0,27.3,,,,,6.0041996e7,46.754,63.89
2021-01-16,South Africa,1.325659e6,13973.0,36851.0,384.0,27.3,,,,,6.0041996e7,46.754,63.89
2021-01-17,South Africa,1.337926e6,12267.0,37105.0,254.0,27.3,,,,,6.0041996e7,46.754,63.89
2021-01-18,South Africa,1.346936e6,9010.0,37449.0,344.0,27.3,,,,,6.0041996e7,46.754,63.89
2021-01-19,South Africa,1.356716e6,9780.0,38288.0,839.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-20,South Africa,1.369426e6,12710.0,38854.0,566.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-21,South Africa,1.380807e6,11381.0,39501.0,647.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-22,South Africa,1.392568e6,11761.0,40076.0,575.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-23,South Africa,1.404839e6,12271.0,40574.0,498.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-24,South Africa,1.412986e6,8147.0,40874.0,300.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-25,South Africa,1.417537e6,4551.0,41117.0,243.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-26,South Africa,1.423578e6,6041.0,41797.0,680.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-27,South Africa,1.430648e6,7070.0,42550.0,753.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-28,South Africa,1.437798e6,7150.0,43105.0,555.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-29,South Africa,1.443939e6,6141.0,43633.0,528.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-30,South Africa,1.449236e6,5297.0,43951.0,318.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-01-31,South Africa,1.453761e6,4525.0,44164.0,213.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-02-01,South Africa,1.456309e6,2548.0,44399.0,235.0,27.3,,,,,6.0041996e7,46.754,72.22
2021-02-02,South Africa,1.458958e6,2649.0,44946.0,547.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-03,South Africa,1.463016e6,4058.0,45344.0,398.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-04,South Africa,1.466767e6,3751.0,45605.0,261.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-05,South Africa,1.470516e6,3749.0,45902.0,297.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-06,South Africa,1.4737e6,3184.0,46180.0,278.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-07,South Africa,1.476135e6,2435.0,46290.0,110.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-08,South Africa,1.477511e6,1376.0,46473.0,183.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-09,South Africa,1.479253e6,1742.0,46869.0,396.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-10,South Africa,1.482412e6,3159.0,47145.0,276.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-11,South Africa,1.4849e6,2488.0,47382.0,237.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-12,South Africa,1.487681e6,2781.0,47670.0,288.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-13,South Africa,1.490063e6,2382.0,47821.0,151.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-14,South Africa,1.491807e6,1744.0,47899.0,78.0,27.3,,,,,6.0041996e7,46.754,64.81
2021-02-15,South Africa,1.492909e6,1102.0,48094.0,195.0,27.3,,,,,6.0041996e7,46.754,56.48
2021-02-16,South Africa,1.494119e6,1210.0,48313.0,219.0,27.3,0.0,,,,6.0041996e7,46.754,48.15
2021-02-17,South Africa,1.496439e6,2320.0,48478.0,165.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-02-18,South Africa,1.498766e6,2327.0,48708.0,230.0,27.3,2260.0,2260.0,,,6.0041996e7,46.754,48.15
2021-02-19,South Africa,1.500677e6,1911.0,48859.0,151.0,27.3,6524.0,6524.0,4264.0,,6.0041996e7,46.754,48.15
2021-02-20,South Africa,1.502367e6,1690.0,48940.0,81.0,27.3,10414.0,10414.0,3890.0,,6.0041996e7,46.754,48.15
2021-02-21,South Africa,1.503796e6,1429.0,49053.0,113.0,27.3,15388.0,15388.0,4974.0,,6.0041996e7,46.754,48.15
2021-02-22,South Africa,1.504588e6,792.0,49150.0,97.0,27.3,23059.0,23059.0,7671.0,,6.0041996e7,46.754,48.15
2021-02-23,South Africa,1.505586e6,998.0,49413.0,263.0,27.3,32315.0,32315.0,9256.0,,6.0041996e7,46.754,48.15
2021-02-24,South Africa,1.507448e6,1862.0,49523.0,110.0,27.3,41809.0,41809.0,9494.0,,6.0041996e7,46.754,48.15
2021-02-25,South Africa,1.509124e6,1676.0,49667.0,144.0,27.3,52647.0,52647.0,10838.0,,6.0041996e7,46.754,48.15
2021-02-26,South Africa,1.510778e6,1654.0,49784.0,117.0,27.3,63648.0,63648.0,11001.0,,6.0041996e7,46.754,48.15
2021-02-27,South Africa,1.512225e6,1447.0,49941.0,157.0,27.3,67303.0,67303.0,3655.0,,6.0041996e7,46.754,48.15
2021-02-28,South Africa,1.513393e6,1168.0,49993.0,52.0,27.3,70527.0,70527.0,3224.0,,6.0041996e7,46.754,48.15
2021-03-01,South Africa,1.513959e6,566.0,50077.0,84.0,27.3,73047.0,73047.0,2520.0,,6.0041996e7,46.754,48.15
2021-03-02,South Africa,1.514815e6,856.0,50271.0,194.0,27.3,76037.0,76037.0,2990.0,,6.0041996e7,46.754,48.15
2021-03-03,South Africa,1.516262e6,1447.0,50366.0,95.0,27.3,83570.0,83570.0,7533.0,,6.0041996e7,46.754,48.15
2021-03-04,South Africa,1.517666e6,1404.0,50462.0,96.0,27.3,92029.0,92029.0,8459.0,,6.0041996e7,46.754,48.15
2021-03-05,South Africa,1.518979e6,1313.0,50566.0,104.0,27.3,100180.0,100180.0,8151.0,,6.0041996e7,46.754,48.15
2021-03-06,South Africa,1.520206e6,1227.0,50647.0,81.0,27.3,101573.0,101573.0,1393.0,,6.0041996e7,46.754,48.15
2021-03-07,South Africa,1.521068e6,862.0,50678.0,31.0,27.3,101573.0,101573.0,0.0,,6.0041996e7,46.754,48.15
2021-03-08,South Africa,1.521706e6,638.0,50803.0,125.0,27.3,101841.0,101841.0,268.0,,6.0041996e7,46.754,48.15
2021-03-09,South Africa,1.522697e6,991.0,50906.0,103.0,27.3,107054.0,107054.0,5213.0,,6.0041996e7,46.754,48.15
2021-03-10,South Africa,1.524174e6,1477.0,51015.0,109.0,27.3,128887.0,128887.0,21833.0,,6.0041996e7,46.754,48.15
2021-03-11,South Africa,1.525648e6,1474.0,51110.0,95.0,27.3,138014.0,138014.0,9127.0,,6.0041996e7,46.754,48.15
2021-03-12,South Africa,1.526873e6,1225.0,51179.0,69.0,27.3,145215.0,145215.0,7201.0,,6.0041996e7,46.754,48.15
2021-03-13,South Africa,1.528414e6,1541.0,51261.0,82.0,27.3,145544.0,145544.0,329.0,,6.0041996e7,46.754,48.15
2021-03-14,South Africa,1.52942e6,1006.0,51326.0,65.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-03-15,South Africa,1.530033e6,613.0,51421.0,95.0,27.3,147753.0,147753.0,,,6.0041996e7,46.754,48.15
2021-03-16,South Africa,1.530966e6,933.0,51560.0,139.0,27.3,157286.0,157286.0,9533.0,,6.0041996e7,46.754,48.15
2021-03-17,South Africa,1.532497e6,1531.0,51634.0,74.0,27.3,168413.0,168413.0,11127.0,,6.0041996e7,46.754,48.15
2021-03-18,South Africa,1.533961e6,1464.0,51724.0,90.0,27.3,177275.0,177275.0,8862.0,,6.0041996e7,46.754,48.15
2021-03-19,South Africa,1.535423e6,1462.0,52035.0,311.0,27.3,182983.0,182983.0,5708.0,,6.0041996e7,46.754,48.15
2021-03-20,South Africa,1.536801e6,1378.0,52082.0,47.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-03-21,South Africa,1.537852e6,1051.0,52111.0,29.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-03-22,South Africa,1.538451e6,599.0,52196.0,85.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-03-23,South Africa,1.538961e6,510.0,52251.0,55.0,27.3,194257.0,194257.0,,,6.0041996e7,46.754,48.15
2021-03-24,South Africa,1.540009e6,1048.0,52372.0,121.0,27.3,207808.0,207808.0,13551.0,,6.0041996e7,46.754,48.15
2021-03-25,South Africa,1.541563e6,1554.0,52535.0,163.0,27.3,220129.0,220129.0,12321.0,,6.0041996e7,46.754,48.15
2021-03-26,South Africa,1.543079e6,1516.0,52602.0,67.0,27.3,231002.0,231002.0,10873.0,,6.0041996e7,46.754,48.15
2021-03-27,South Africa,1.544466e6,1387.0,52648.0,46.0,27.3,231605.0,231605.0,603.0,,6.0041996e7,46.754,48.15
2021-03-28,South Africa,1.545431e6,965.0,52663.0,15.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-03-29,South Africa,1.545979e6,548.0,52710.0,47.0,27.3,239665.0,239665.0,,,6.0041996e7,46.754,48.15
2021-03-30,South Africa,1.546735e6,756.0,52788.0,78.0,27.3,251707.0,251707.0,12042.0,,6.0041996e7,46.754,48.15
2021-03-31,South Africa,1.548157e6,1422.0,52846.0,58.0,27.3,263878.0,263878.0,12171.0,,6.0041996e7,46.754,48.15
2021-04-01,South Africa,1.549451e6,1294.0,52897.0,51.0,27.3,269102.0,269102.0,5224.0,,6.0041996e7,46.754,48.15
2021-04-02,South Africa,1.550724e6,1273.0,52946.0,49.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-04-03,South Africa,1.551501e6,777.0,52954.0,8.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-04-04,South Africa,1.551964e6,463.0,52987.0,33.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-04-05,South Africa,1.552416e6,452.0,52995.0,8.0,27.3,,,,,6.0041996e7,46.754,48.15
2021-04-06,South Africa,1.552853e6,437.0,53032.0,37.0,27.3,272438.0,272438.0,,,6.0041996e7,46.754,47.22
2021-04-07,South Africa,1.553609e6,756.0,53111.0,79.0,27.3,278909.0,278909.0,6471.0,,6.0041996e7,46.754,47.22
2021-04-08,South Africa,1.554975e6,1366.0,53173.0,62.0,27.3,283629.0,283629.0,4720.0,,6.0041996e7,46.754,47.22
2021-04-09,South Africa,1.556242e6,1267.0,53226.0,53.0,27.3,288368.0,288368.0,4739.0,,6.0041996e7,46.754,47.22
2021-04-10,South Africa,1.557527e6,1285.0,53256.0,30.0,27.3,288406.0,288406.0,38.0,,6.0041996e7,46.754,47.22
2021-04-11,South Africa,1.558458e6,931.0,53322.0,66.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-12,South Africa,1.559113e6,655.0,53356.0,34.0,27.3,289787.0,289787.0,,,6.0041996e7,46.754,47.22
2021-04-13,South Africa,1.55996e6,847.0,53423.0,67.0,27.3,292623.0,292623.0,2836.0,,6.0041996e7,46.754,47.22
2021-04-14,South Africa,1.561559e6,1599.0,53498.0,75.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-15,South Africa,1.562931e6,1372.0,53571.0,73.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-16,South Africa,1.564355e6,1424.0,53663.0,92.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-17,South Africa,1.56568e6,1325.0,53711.0,48.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-18,South Africa,1.566769e6,1089.0,53736.0,25.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-19,South Africa,1.567513e6,744.0,53757.0,21.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-20,South Africa,1.568366e6,853.0,53887.0,130.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-21,South Africa,1.569935e6,1569.0,53940.0,53.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-22,South Africa,1.571348e6,1413.0,53995.0,55.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-23,South Africa,1.572985e6,1637.0,54066.0,71.0,27.3,,,,,6.0041996e7,46.754,47.22
2021-04-24,South Africa,1.57437e6,1385.0,54125.0,59.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-04-25,South Africa,1.575471e6,1101.0,54148.0,23.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-04-26,South Africa,1.57632e6,849.0,54186.0,38.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-04-27,South Africa,1.5772e6,880.0,54237.0,51.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-04-28,South Africa,1.57845e6,1250.0,54285.0,48.0,27.3,298153.0,298153.0,,,6.0041996e7,46.754,50.93
2021-04-29,South Africa,1.579536e6,1086.0,54331.0,46.0,27.3,307591.0,307591.0,9438.0,,6.0041996e7,46.754,50.93
2021-04-30,South Africa,1.58121e6,1674.0,54350.0,19.0,27.3,317656.0,317656.0,10065.0,,6.0041996e7,46.754,50.93
2021-05-01,South Africa,1.582842e6,1632.0,54406.0,56.0,27.3,318670.0,318670.0,1014.0,,6.0041996e7,46.754,50.93
2021-05-02,South Africa,1.584064e6,1222.0,54417.0,11.0,27.3,,,,,6.0041996e7,46.754,50.93
2021-05-03,South Africa,1.584961e6,897.0,54452.0,35.0,27.3,329098.0,329098.0,,,6.0041996e7,46.754,43.52
2021-05-04,South Africa,1.586148e6,1187.0,54511.0,59.0,27.3,353181.0,353181.0,24083.0,,6.0041996e7,46.754,43.52
2021-05-05,South Africa,1.588221e6,2073.0,54557.0,46.0,27.3,366101.0,366101.0,12920.0,,6.0041996e7,46.754,43.52
2021-05-06,South Africa,1.59037e6,2149.0,54620.0,63.0,27.3,,,,,6.0041996e7,46.754,43.52
2021-05-07,South Africa,1.592626e6,2256.0,54687.0,67.0,27.3,381171.0,381171.0,,,6.0041996e7,46.754,43.52
2021-05-08,South Africa,1.592626e6,0.0,54687.0,0.0,27.3,382480.0,382480.0,1309.0,,6.0041996e7,46.754,43.52
2021-05-09,South Africa,1.596595e6,3969.0,54735.0,48.0,27.3,,,,,6.0041996e7,46.754,43.52
2021-05-10,South Africa,1.597724e6,1129.0,54825.0,90.0,27.3,395230.0,395230.0,,,6.0041996e7,46.754,43.52
2021-05-11,South Africa,1.599272e6,1548.0,54896.0,71.0,27.3,414372.0,414372.0,19142.0,,6.0041996e7,46.754,43.52
2021-05-12,South Africa,1.602031e6,2759.0,54968.0,72.0,27.3,430730.0,430730.0,16358.0,,6.0041996e7,46.754,43.52
2021-05-13,South Africa,1.605252e6,3221.0,55012.0,44.0,27.3,455169.0,455169.0,24439.0,,6.0041996e7,46.754,43.52
2021-05-14,South Africa,1.608393e6,3141.0,55124.0,112.0,27.3,474318.0,474318.0,19149.0,,6.0041996e7,46.754,43.52
2021-05-15,South Africa,1.611143e6,2750.0,55183.0,59.0,27.3,478452.0,478452.0,4134.0,,6.0041996e7,46.754,43.52
2021-05-16,South Africa,1.613728e6,2585.0,55210.0,27.0,27.3,478733.0,478733.0,281.0,,6.0041996e7,46.754,43.52
2021-05-17,South Africa,1.615485e6,1757.0,55260.0,50.0,27.3,478733.0,478733.0,0.0,,6.0041996e7,46.754,39.81
2021-05-18,South Africa,1.61784e6,2355.0,55340.0,80.0,27.3,519139.0,479768.0,40406.0,,6.0041996e7,46.754,39.81
2021-05-19,South Africa,1.621362e6,3522.0,55507.0,167.0,27.3,558170.0,,39031.0,,6.0041996e7,46.754,39.81
2021-05-20,South Africa,1.625003e6,3641.0,55568.0,61.0,27.3,597406.0,,39236.0,,6.0041996e7,46.754,39.81
2021-05-21,South Africa,1.628335e6,3332.0,55719.0,151.0,27.3,642382.0,,44976.0,,6.0041996e7,46.754,39.81
2021-05-22,South Africa,1.632571e6,4236.0,55772.0,53.0,27.3,647983.0,,5601.0,,6.0041996e7,46.754,39.81
2021-05-23,South Africa,1.635465e6,2894.0,55802.0,30.0,27.3,651628.0,,3645.0,,6.0041996e7,46.754,39.81
2021-05-24,South Africa,1.637848e6,2383.0,55874.0,72.0,27.3,700904.0,,49276.0,,6.0041996e7,46.754,25.0
2021-05-25,South Africa,1.637848e6,0.0,55976.0,102.0,27.3,761903.0,,60999.0,,6.0041996e7,46.754,25.0
2021-05-26,South Africa,1.645555e6,7707.0,56077.0,101.0,27.3,828204.0,,66301.0,,6.0041996e7,46.754,25.0
2021-05-27,South Africa,1.649977e6,4422.0,56170.0,93.0,27.3,898955.0,,70751.0,,6.0041996e7,46.754,25.0
2021-05-28,South Africa,1.654551e6,4574.0,56293.0,123.0,27.3,963876.0,,64921.0,,6.0041996e7,46.754,25.0
2021-05-29,South Africa,1.65907e6,4519.0,56363.0,70.0,27.3,968319.0,,4443.0,,6.0041996e7,46.754,25.0
2021-05-30,South Africa,1.65907e6,0.0,56363.0,0.0,27.3,970448.0,,2129.0,,6.0041996e7,46.754,25.0
2021-05-31,South Africa,1.665617e6,6547.0,56506.0,143.0,27.3,1.045104e6,,74656.0,,6.0041996e7,46.754,25.0
2021-06-01,South Africa,1.669231e6,3614.0,56601.0,95.0,27.3,1.117569e6,,72465.0,,6.0041996e7,46.754,48.15
2021-06-02,South Africa,1.675013e6,5782.0,56711.0,110.0,27.3,1.193352e6,,75783.0,,6.0041996e7,46.754,48.15
2021-06-03,South Africa,1.680373e6,5360.0,56765.0,54.0,27.3,1.266893e6,,73541.0,,6.0041996e7,46.754,48.15
2021-06-04,South Africa,1.686041e6,5668.0,56832.0,67.0,27.3,1.336547e6,,69654.0,,6.0041996e7,46.754,48.15
2021-06-05,South Africa,1.691491e6,5450.0,56929.0,97.0,27.3,1.343433e6,,6886.0,,6.0041996e7,46.754,48.15
2021-06-06,South Africa,1.696564e6,5073.0,56974.0,45.0,27.3,1.350245e6,,6812.0,,6.0041996e7,46.754,48.15
2021-06-07,South Africa,1.699849e6,3285.0,57063.0,89.0,27.3,1.43373e6,,83485.0,,6.0041996e7,46.754,48.15
2021-06-08,South Africa,1.704058e6,4209.0,57183.0,120.0,27.3,1.525271e6,,91541.0,,6.0041996e7,46.754,48.15
2021-06-09,South Africa,1.712939e6,8881.0,57310.0,127.0,27.3,1.619011e6,,93740.0,,6.0041996e7,46.754,48.15
2021-06-10,South Africa,1.722086e6,9147.0,57410.0,100.0,27.3,1.690026e6,,71015.0,,6.0041996e7,46.754,48.15
2021-06-11,South Africa,1.730106e6,8020.0,57592.0,182.0,27.3,1.767415e6,,77389.0,,6.0041996e7,46.754,48.15
2021-06-12,South Africa,1.739425e6,9319.0,57706.0,114.0,27.3,1.773417e6,,6002.0,,6.0041996e7,46.754,48.15
2021-06-13,South Africa,1.747082e6,7657.0,57765.0,59.0,27.3,1.777288e6,,3871.0,,6.0041996e7,46.754,48.15
2021-06-14,South Africa,1.75263e6,5548.0,57879.0,114.0,27.3,1.871987e6,,94699.0,,6.0041996e7,46.754,44.44
2021-06-15,South Africa,1.761066e6,8436.0,58087.0,208.0,27.3,1.965812e6,,93825.0,,6.0041996e7,46.754,44.44
2021-06-16,South Africa,1.774312e6,13246.0,58223.0,136.0,27.3,1.974099e6,,8287.0,,6.0041996e7,46.754,59.26
2021-06-17,South Africa,1.786079e6,11767.0,58323.0,100.0,27.3,2.069346e6,,95247.0,,6.0041996e7,46.754,59.26
2021-06-18,South Africa,1.796589e6,10510.0,58441.0,118.0,27.3,2.137071e6,,67725.0,,6.0041996e7,46.754,59.26
2021-06-19,South Africa,1.810164e6,13575.0,58590.0,149.0,27.3,2.141624e6,,4553.0,,6.0041996e7,46.754,59.26
2021-06-20,South Africa,1.823319e6,13155.0,58702.0,112.0,27.3,,,,,6.0041996e7,46.754,59.26
2021-06-21,South Africa,1.832479e6,9160.0,58795.0,93.0,27.3,2.229242e6,,,,6.0041996e7,46.754,59.26
2021-06-22,South Africa,1.843572e6,11093.0,59092.0,297.0,27.3,,,,,6.0041996e7,46.754,51.85
2021-06-23,South Africa,1.861065e6,17493.0,59258.0,166.0,27.3,,,,,6.0041996e7,46.754,51.85
2021-06-24,South Africa,1.877143e6,16078.0,59406.0,148.0,27.3,2.550248e6,,,,6.0041996e7,46.754,51.85
2021-06-25,South Africa,1.895905e6,18762.0,59621.0,215.0,27.3,2.661378e6,,111130.0,,6.0041996e7,46.754,51.85
2021-06-26,South Africa,1.913861e6,17956.0,59778.0,157.0,27.3,2.68271e6,,21332.0,,6.0041996e7,46.754,51.85
2021-06-27,South Africa,1.928897e6,15036.0,59900.0,122.0,27.3,2.779912e6,,97202.0,,6.0041996e7,46.754,71.3
2021-06-28,South Africa,1.941119e6,12222.0,60038.0,138.0,27.3,2.787996e6,,8084.0,,6.0041996e7,46.754,71.3
2021-06-29,South Africa,1.954466e6,13347.0,60264.0,226.0,27.3,2.900666e6,,112670.0,,6.0041996e7,46.754,71.3
2021-06-30,South Africa,1.973972e6,19506.0,60647.0,383.0,27.3,3.026636e6,,125970.0,,6.0041996e7,46.754,71.3
2021-07-01,South Africa,1.995556e6,21584.0,61029.0,382.0,27.3,3.155717e6,,129081.0,,6.0041996e7,46.754,75.0
2021-07-02,South Africa,2.019826e6,24270.0,61332.0,303.0,27.3,,,,,6.0041996e7,46.754,75.0
2021-07-03,South Africa,2.046311e6,26485.0,61507.0,175.0,27.3,3.307588e6,,,,6.0041996e7,46.754,75.0
